repost_id,post_id,user_id,repost_time,like_num,comment_num,repost_num,repost_content
G_AY3AfSRRWf2Xgi,aabTghC9qzRsz91Z,CsfjAaQ-A09QJM-D,232,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
1TRpDzlCn_0bS8lx,aabTghC9qzRsz91Z,fFQ-AVSDugGX_U5K,231,0,0,0, 
F6qW8qfuMxbrjf3F,aabTghC9qzRsz91Z,RPbLfM5zo0uqJuCb,230,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
qiGvdP56TKOc9MQS,aabTghC9qzRsz91Z,LJ0Pj9MMmygQ4aUc,230,0,0,0,
8BNZStOw_N-axYB-,aabTghC9qzRsz91Z,vC9_jOHdAteqZePs,230,0,0,0, 
_nS6qeApSzqCeMNx,aabTghC9qzRsz91Z,b2RMuyBaldRa2NBG,229,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
hFO7AH499QFduk9p,aabTghC9qzRsz91Z,aBDmG5QhA_8MeWef,229,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
RSYFa-5XnLn2hV6C,aabTghC9qzRsz91Z,TSSF8ZId_xEx4r6g,228,0,0,0,解放思想  
zO0iuI9Z81d-jU3c,aabTghC9qzRsz91Z,RIZEydXIydL7RBg1,227,0,0,0,
6dRJaM-OfP3PoqyM,aabTghC9qzRsz91Z,p8YkrcCX0HNFkpAf,226,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
FthKhjHMMHky75Ge,aabTghC9qzRsz91Z,Tb0wEo9DZLg9EEBW,226,0,0,0,让我想起来那个身残志坚的草根女作家余秀华，虽然出身平凡和身疾，她从未停止过追求，所以成就了她那些渴望呐喊声音的诗集 她好像个诗人啊
Sh7WAijl3FL1aDOp,aabTghC9qzRsz91Z,GvBhYAG9ZQgH9dq0,225,0,0,0,  确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
nS1xuzJUIji62X7z,aabTghC9qzRsz91Z,gEdFc5f5AMsDlJ7M,225,0,1,0,
p4RxWEf3Lho81-Yi,aabTghC9qzRsz91Z,wyuzd6JdaE7Peff4,225,0,0,0,repost weibo
zTQDR1u-qV7ku7Qv,aabTghC9qzRsz91Z,ys7BgkxMTD-aX-tC,224,0,0,0,转发
5VArVMICHolwxPVO,aabTghC9qzRsz91Z,Ie8RkwC8M-YsBjV4,224,0,0,0,
gn_0jk-Yzev9WoH6,aabTghC9qzRsz91Z,ORAHGNGZHyKLqnlJ,224,0,0,0,
GfvS-9-7z0Gh_6uW,aabTghC9qzRsz91Z,jKqMSXOoHjBc9UEU,224,2,0,0,
Gaqnwa63gRIrtu0B,aabTghC9qzRsz91Z,zRLWj2m32BCzu0lW,224,0,0,0,转一下
ne2y4kSzEsjI9KPg,aabTghC9qzRsz91Z,e5zx5uzmJrQf_BaI,223,0,0,0,
PeP0TcCVNekQHNE3,aabTghC9qzRsz91Z,hMG--QoL7kTKqJ_i,222,0,0,0, 
iu5vN87GELUrbFNo,aabTghC9qzRsz91Z,47HrSpgkJp1frWrG,222,0,0,0,  确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
mlW0YBng3LXBEdS1,aabTghC9qzRsz91Z,-WV8cd3tNdVSJ-05,221,0,0,0,
qDzQrED5B85ps4mF,aabTghC9qzRsz91Z,tqpYqYtEqAoBWGW0,221,0,0,0, 
CWNhp8lPZDjL9qXh,aabTghC9qzRsz91Z,NMvkJRAFwMsOoYWb,221,0,0,0,
uunmKFFajniSZi_W,aabTghC9qzRsz91Z,NMvkJRAFwMsOoYWb,221,0,0,0, 
Q_Yewe6RjQObJ8JQ,aabTghC9qzRsz91Z,MWFabthnRPmUOU_2,220,0,0,0, 
VPeVX53xr4WSvMgW,aabTghC9qzRsz91Z,p20L5AAy5KZDJthw,219,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
T6kSOq4BVSNzoNTN,aabTghC9qzRsz91Z,GNctj5rnm5b7dHQ8,218,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
AVgQ2Q7DqRMFYyoR,aabTghC9qzRsz91Z,U3zAgpclaPLR3kg_,218,0,0,0,
mcvMZfgHcRzfmHEs,aabTghC9qzRsz91Z,PHy--g0QU7uMQZ2Z,217,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
LCiSOSvmaE1zrfTV,aabTghC9qzRsz91Z,RfCoNgeL1q4PM9n5,217,0,0,0,尘埃里开出一朵浪漫的hua
B-spnI4dsec0l9Cn,aabTghC9qzRsz91Z,E0kkRWEP8_8GHEBW,216,0,0,0, 
xHK9xh9vNxtZaUW0,aabTghC9qzRsz91Z,CvM8BUXxGiLtc5XT,216,0,0,0,
t_HvIALLlhgWdJDC,aabTghC9qzRsz91Z,SxHYfjtxqlqC8PqL,216,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
bUBRS-4GpIW2CtIB,aabTghC9qzRsz91Z,EgrtzNelM1VwkXoI,215,0,0,0,
xWocjgl8thValwoD,aabTghC9qzRsz91Z,iQaLjxxGa2Zq4mpf,214,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
1-Hvkp0pz_JF9dc_,aabTghC9qzRsz91Z,SxHYfjtxqlqC8PqL,214,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
xWocjgl8thValwoD,aabTghC9qzRsz91Z,iQaLjxxGa2Zq4mpf,214,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
1-Hvkp0pz_JF9dc_,aabTghC9qzRsz91Z,SxHYfjtxqlqC8PqL,214,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
vMKSxLMV3hiJycXP,aabTghC9qzRsz91Z,pGVFEqvJdg9-fpd3,214,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
Y-SPAVxpmSHssTO7,aabTghC9qzRsz91Z,gZSiXWTtSCdomY2B,213,0,0,0,
RHTJKbf1eMIADGCw,aabTghC9qzRsz91Z,SxHYfjtxqlqC8PqL,212,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
z6AJ2NPAHm4kT-y_,aabTghC9qzRsz91Z,_IAYdGR1Vy7mthzy,210,0,0,0, 
9VdYBICNKA0JQH7Q,aabTghC9qzRsz91Z,XYJaJLkJSQX5-aiH,210,0,0,0,
1hqKXA3tXiQzMm3m,aabTghC9qzRsz91Z,H_qLAFDy4VUoYDc2,209,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
EQNYYd-flrRQ81VP,aabTghC9qzRsz91Z,WhLUEv-0hcOaEdh6,209,0,0,0,想知道如今的刘晓样
5-_ccwbSkSYtRLAi,aabTghC9qzRsz91Z,Hy5bGFlgmYV4jRk5,209,0,0,0,
DqU4FpBuGtx6ArnP,aabTghC9qzRsz91Z,G37cFhdm4tJLIq_a,208,0,0,0, 
TdoSugCXpw6fMyRt,aabTghC9qzRsz91Z,j6FUtHh8gN6Jo-ln,207,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
qBMmTcgwqzyAAdZB,aabTghC9qzRsz91Z,6lgtxP4bAW8dGFSk,206,0,0,0,
SqYGWujAkIaiwsEE,aabTghC9qzRsz91Z,vO73dFTXhBRn_-L7,205,0,0,0, 类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
NcWwbMdIw54_saq4,aabTghC9qzRsz91Z,ANpLE1U7GPshfr1n,204,0,0,0,
e8TwM6ZpCpIaBdUy,aabTghC9qzRsz91Z,gIGq4hs-rPH_7CgV,204,0,0,0,  
erXeTmlae9EMFbyq,aabTghC9qzRsz91Z,wKSzZDnTJIFONfy-,204,0,0,0, 
eDwE9d34eRtpmsSL,aabTghC9qzRsz91Z,0QL45POxt6MXhLJH,203,0,0,0,
Z0rkozVWODJvWSb0,aabTghC9qzRsz91Z,Qa_DHDt02wjimBZc,202,0,0,0,以前很喜欢张越主持的节目，访谈也好法制节目也好，都会去从很多角度思考
6-9jMrs_ZdmWZx5C,aabTghC9qzRsz91Z,GzSjxhNGR8SBU6Ko,202,0,0,0,人物相关采访《平原上的娜拉》是会收藏定期拿出来读一遍的存在，每看每哭
zaTkE1ZnT8773QMy,aabTghC9qzRsz91Z,bqHOb2yR9QFtQEFw,201,0,0,0,
vQfCrOAzSC8ZDcWA,aabTghC9qzRsz91Z,XqpD1sCuZocZlsxi,201,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
TBCXx3qWNpTZ5b3j,aabTghC9qzRsz91Z,W3p5XRd7RfI386oF,201,0,0,0, 
Zth6IsdqSDfs0tak,aabTghC9qzRsz91Z,x9PXcD0dEL68__JM,201,0,0,0,
oQcZI812-3ZxIxui,aabTghC9qzRsz91Z,nlstTxwlK77MiKa7,201,0,0,0, 
hZ2lduYvLy0haM8t,aabTghC9qzRsz91Z,j6NEEi7hcoVMbqUV,200,0,0,0, 
imk5k1ZN8B7CcFN0,aabTghC9qzRsz91Z,UyOnOiOnu92cpMkM,200,0,0,0,她好可爱 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
1GAlQUWJ19-pV0Sk,aabTghC9qzRsz91Z,FUREY86-99xv56uh,200,0,0,0,
A_mZxB_B3qK-YaBM,aabTghC9qzRsz91Z,-MboX4_nd7_X-KZN,199,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
bynJMU-4c1er9Jis,aabTghC9qzRsz91Z,Y_niRv-GHOqxlk9j,199,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
WWXqNv4bBy9RLcdo,aabTghC9qzRsz91Z,2w0b8yzO0WpZjLKb,199,0,0,0,  张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
DpFhtQGVGMW3ZtK7,aabTghC9qzRsz91Z,cA2I2oaEKichOhLV,199,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
jrm4IIccvGL4kE3Z,aabTghC9qzRsz91Z,UPldUHdcw7onohsf,199,0,0,0, 
UJQC3LYBTGqRI21A,aabTghC9qzRsz91Z,FMlsIWBeIPoVTCIv,198,0,0,0,  类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。
iSj4sAbp-3lSsHzZ,aabTghC9qzRsz91Z,pbYPqSLzoPDYYxT_,198,1,0,0,有幸上过张老师的课，很好的人。 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
b3YClPeCsPIBdwSj,aabTghC9qzRsz91Z,jGt6rGja-0wtheNG,196,0,0,0, 
khq4pOLPg1BqTLUf,aabTghC9qzRsz91Z,QCG9VHeqvZUxRn4d,196,0,0,0,
7s6NTbbhDvZ1UxYx,aabTghC9qzRsz91Z,vt8GI5ztRk-dZOyt,196,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
khq4pOLPg1BqTLUf,aabTghC9qzRsz91Z,QCG9VHeqvZUxRn4d,196,0,0,0,
7s6NTbbhDvZ1UxYx,aabTghC9qzRsz91Z,vt8GI5ztRk-dZOyt,196,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
-9x2ZEHat4_ezaqk,aabTghC9qzRsz91Z,jvbf84nIvY9r533a,196,1,0,1,常看常新  张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
xXm6fnPQ7P_-agW5,aabTghC9qzRsz91Z,3pdz7F0bB2z2qVXn,195,0,0,0,/ 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
m3YE1u8f0yTuCjrV,aabTghC9qzRsz91Z,s8adWIcC_owQQC0P,195,0,0,0,你们还好吗？
tH41q4S5aU39Ahgd,aabTghC9qzRsz91Z,NmCULXoH68PuGBz6,195,87,21,53, 类似情况后续也多是个悲剧，很多时候，对于人想突破内心的挣扎是没有解的，人生终极都是向内寻找答案。。。 真希望有个后续的采访。 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
TIXSVsF3GlerXxkL,aabTghC9qzRsz91Z,Uf-5CZB-wlRurRX_,194,1,0,0,
ISt9YAmJL8-Nrra1,aabTghC9qzRsz91Z,tILuH3_0Udpv6Ifz,194,0,0,0,我幻想了一篇以采访相识的两个背景截然不同的女性的长久的友谊
FOGhDWMEszNVQRvN,aabTghC9qzRsz91Z,TX_ie58UQsytNxIf,193,0,0,0,刘小样对农村妇女衣着艳丽的说法，更正了我过去的看法：很多城里人觉得农村人穿衣很土很艳丽，很俗，可是农村人天天就是和土打交道，如果穿衣打扮还是土的相近颜色，太单调了，显得会更土，所以穿鲜艳靓丽的衣服，有一种精神寄托，希望生活更色彩斑斓亮丽一些。
jOWy5VIhDGN6zMjF,aabTghC9qzRsz91Z,01FJ9zVOi1u8rt3U,192,0,0,1, 
bvQuqEak2SND685z,aabTghC9qzRsz91Z,TwcGr2Nz2zs9EvuJ,192,0,0,0,
sVvRA3VC14iujpOV,aabTghC9qzRsz91Z,xK6PAcmPIaVjaUEl,192,0,0,0,
g65sRHWH3dv0QFme,aabTghC9qzRsz91Z,FpZqf0udl-PO_2mM,191,0,0,0, 《我爱我家》编剧张越老师 
YEw8zksRZMrNIWa-,aabTghC9qzRsz91Z,fVVGbyT-AC0BrSmi,190,0,0,0," 想起罗翔在《十三邀》说过的一句话,人最大的痛苦,在于无法跨越知道和做到的鸿沟."
F-eDtqKWyca1a66m,aabTghC9qzRsz91Z,yswTVB1rRzGen4Iq,190,0,0,0,转发
F3ZL-WnITTJwKOKX,aabTghC9qzRsz91Z,bXYsZ7xhA0oTinfM,190,0,0,0, 
33RwnrGzKpiRmfX1,aabTghC9qzRsz91Z,6DqCYj7my_VrKbZx,190,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
fAZX714nasprvXQ0,aabTghC9qzRsz91Z,cTqD_UKSQ7MX5AMj,189,0,0,0,农村女人与城市女人其实没什么区别，只是城市女人可以大隐隐于市
ThqML6pEVWLXU-mf,aabTghC9qzRsz91Z,AY9dCjrnED5mufDY,189,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
VnHeXKCBazkuYDKP,aabTghC9qzRsz91Z,Sd_a_TpJVyviw0mo,189,0,0,0, 
0KF63Mt2riHQjmhg,aabTghC9qzRsz91Z,yQbr8n2QHuFmQ_X5,188,0,0,0,当年我一个20出头的小伙子竟然追着一个妇女节目看，从那时就喜欢张越 阿果等一干主持人，尤其是张越，特别佩服她的采访技巧。可惜，这个栏目竟然没有了
HOwAcNT3-OB9OUIu,aabTghC9qzRsz91Z,fJuTMC-CJMd-Kz-3,188,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
kEgKyN4qqOTBi988,aabTghC9qzRsz91Z,DqVR4J1-zP8OeKh3,187,0,0,0, 
L2zGmvyvRF9puNjY,aabTghC9qzRsz91Z,EtghAAVjXkq70oG_,187,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
a2Z_v25Fd67rBj55,aabTghC9qzRsz91Z,BbJ4BmYmhE9mlodQ,187,0,0,0,
pqtoOablInbe6r5E,aabTghC9qzRsz91Z,n3hQl3bBUnU1clxC,186,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
TXcpaIzQ_EamvZYc,aabTghC9qzRsz91Z,tENflb0evoeW7BEA,186,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
HXQxKn0F741UDoEt,aabTghC9qzRsz91Z,S7wC94vjHV_mz4rU,186,0,0,0,自洽何其难 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
mQsW1XVdrL1Fl9fB,aabTghC9qzRsz91Z,gt9ut2BqldGc2Wxc,186,1,0,0,  张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
Bw7fBS-dX0cZu-Ge,aabTghC9qzRsz91Z,j-jgfu75gAUTTkER,185,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
xvGXoLD5rdgfzXv1,aabTghC9qzRsz91Z,gNO1bTbSSxYnNQ65,185,0,0,0, 
3-4iw8Sq8ZCLwZH2,aabTghC9qzRsz91Z,K4p9qqf_2dzk3kM-,184,1,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
ryk_mU91dRplC59m,aabTghC9qzRsz91Z,Ld9OeHxKGHe6HeSd,184,0,0,0,
6PottuRsMOP2ujfR,aabTghC9qzRsz91Z,rudFKLFbVqWVpd_e,183,0,0,0, 
x1ZtE9VUyzrtgCSd,aabTghC9qzRsz91Z,4Mj_bfVsFjz2w4CD,182,0,0,0,
hCVL2abBWRQ8Rb8v,aabTghC9qzRsz91Z,EBwf3mmkztpV3lNL,182,0,0,0,
ThlLAJoc0IvSNNLh,aabTghC9qzRsz91Z,ECN4AA31sKB8Cvkt,181,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
6h7iUEgUvi9pqbt6,aabTghC9qzRsz91Z,BMmpp7nEbScAYxlO,181,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
WxpISDSugdK-TXts,aabTghC9qzRsz91Z,N9hulGh66QOs5wRq,181,0,0,0,
WxzyJgOIknMBD1mY,aabTghC9qzRsz91Z,BRJ2CXa5hklEIRxJ,180,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
gIyId8D9bkZAk3XH,aabTghC9qzRsz91Z,iPqFkF3e2MOkMC9x,180,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
a04-B0Pb8iTjcnFZ,aabTghC9qzRsz91Z,G0yW30pt4j2u9KyU,179,0,0,0,
Esapgi7DATwtiZIY,aabTghC9qzRsz91Z,Sk6RWLjEwsyDYP05,179,0,0,0,
qrdkUJ-mBy7jXAwN,aabTghC9qzRsz91Z,fsWLwYdmbWhnEOLk,179,0,0,0, 确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
ncaMIPWwg9xgdKgb,aabTghC9qzRsz91Z,TSVrfvDIcuVupiOb,178,0,0,0,
O72R95j5UOg_QIaN,aabTghC9qzRsz91Z,9XJ3awjrWx3Gv7fD,178,0,0,0,看完了人物对刘小样的采访，忍不住落泪，她细微的感知她精准的用词还是像二十年前那个采访一样让人震撼：「我没觉得这是个悲剧。我这样的人，也许很多，只是咱不知道。即便发生在别人身上，也不能说是悲剧。我不会报以同情，怜悯或者怎么回事，我可能就是欣赏。」刘小样觉得，最多用「悲壮」来形容
w-TGVjPcbl-gZV32,aabTghC9qzRsz91Z,NmCULXoH68PuGBz6,177,154,21,274,确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
O72R95j5UOg_QIaN,aabTghC9qzRsz91Z,9XJ3awjrWx3Gv7fD,178,0,0,0,看完了人物对刘小样的采访，忍不住落泪，她细微的感知她精准的用词还是像二十年前那个采访一样让人震撼：「我没觉得这是个悲剧。我这样的人，也许很多，只是咱不知道。即便发生在别人身上，也不能说是悲剧。我不会报以同情，怜悯或者怎么回事，我可能就是欣赏。」刘小样觉得，最多用「悲壮」来形容
w-TGVjPcbl-gZV32,aabTghC9qzRsz91Z,NmCULXoH68PuGBz6,177,154,21,274,确实有点惊讶，她思维和谈吐与环境有点格格不入，不太像初中没毕业的农村妇女，应该是前世经过了修炼，所以才显得天赋异禀。。。
Ue3fIh_JiTxDoPVH,aabTghC9qzRsz91Z,yDHXB1-QnQrLZzSe,177,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
oJtMlsPsZrD0GCvl,aabTghC9qzRsz91Z,RqwXVB6kJk2P6VSV,175,0,0,0, 
5h1mlKBp1DHwJ9xD,aabTghC9qzRsz91Z,a0xpJiyB3RS6L3P7,174,0,0,0,
7zDDYk2yBVkVdfbt,aabTghC9qzRsz91Z,45GBr4LWl3H6ICRN,173,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
IcuAMV2BgBzV9pbU,aabTghC9qzRsz91Z,Fhk03zSp8Z79VwAY,173,0,0,0,
03lCo-ExOD_ao4MP,aabTghC9qzRsz91Z,h4ZD9LAwBHCfEB6v,173,0,0,0, 
Iwl0MCLrdug7xCb6,aabTghC9qzRsz91Z,pEGP1Ia9PJF85J9o,173,0,0,0,
lbH5BYZmYnzVVFQh,aabTghC9qzRsz91Z,VvIWvGD8-Vzq0DGX,172,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
_osXCiLoKwBG0wl4,aabTghC9qzRsz91Z,rEdmQe1OevZE4Da2,172,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
ls_qgKvUwyfDbiQI,aabTghC9qzRsz91Z,0srj5xfxUc8LNMnG,172,0,0,0, 张越退休早，一直单身，退休后弄弄戏剧，保护流浪动物的公益，偶尔主持，挺好的 张越真是个优秀的主持人，不知道为什么后来被边缘化了？
gIoHwHfiov7DDdMG,aabTghC9qzRsz91Z,fECbWfj10CqN3LWd,171,0,0,0,
QjoWjVhINWSlM6-2,aabTghC9qzRsz91Z,8GFr6eRDPmLozaha,170,0,0,0,她一直笑盈盈的，只偶尔蹙眉。孤独，像风里的沙粒。好想再去采访她。
qPpL2aXb2YL68TBL,aabTghC9qzRsz91Z,3eiG_hmwXPrOcmUj,168,1,0,0,  现在看不到这样的访谈节目 二十年前的刘小样，在朴素的语言下展示着那颗不安定的、觉醒的心！
Qt_YhFFPatAaBdxe,aabTghC9qzRsz91Z,VK492OtIc_RZJXw2,167,0,0,0, 
